Name;m_Name;Vmag;Bmag;B-V;X;Y
 727; ;16.10;16.10; 0.00; 123; -39
 726; ;14.58;15.58; 1.01; 117; -39
 731; ;17.11;17.80; 0.69;-122; -41
 732; ;16.96;17.67; 0.70;-149; -42
 729; ;17.83;18.48; 0.65; 135; -40
 736; ;15.10;15.95; 0.86;-160; -42
 745; ;17.65;18.32; 0.66;-347; -44
 740; ;17.12;17.84; 0.71;-189; -43
 730; ;16.14;16.93; 0.79; 109; -41
 724; ;15.95;16.69; 0.74; 331; -40
 743; ;17.82;18.47; 0.64;-118; -44
 747; ;15.91;16.69; 0.78;-226; -46
 733; ;15.99;15.99; 0.00; 146; -43
 734; ;15.45;15.65; 0.20; 158; -43
 739; ;17.26;17.94; 0.68; 103; -44
 735; ;17.53;18.23; 0.70; 175; -43
 748; ;16.95;17.60; 0.65;-109; -46
 749; ;16.93;17.66; 0.72;-217; -48
 742; ;17.97;18.65; 0.68; 138; -45
 751; ;16.02;16.76; 0.74;-172; -48
 753; ;14.73;15.61; 0.88;-180; -49
 746; ;17.01;17.77; 0.76; 110; -46
 748;a;17.75;18.41; 0.67;-107; -49
 756; ;16.07;16.78; 0.72;-160; -50
 755; ;17.63;18.29; 0.66;-141; -50
 744; ;17.09;17.79; 0.70; 218; -46
 760; ;17.90;18.56; 0.66;-117; -51
 750; ;15.86;16.65; 0.78; 124; -49
 755;a;18.07;18.72; 0.65;-140; -51
 760;a;15.64;15.85; 0.21;-119; -52
 767; ;16.30;17.03; 0.74;-137; -54
 758; ;16.31;17.07; 0.75; 167; -52
 763; ;17.91;18.58; 0.67; 203; -54
 770; ;15.64;15.74; 0.10;-108; -57
 766; ;17.82;18.54; 0.72; 132; -55
 759; ;15.94;16.69; 0.75; 339; -53
 757; ;17.45;17.54; 0.09; 408; -52
 774; ;16.62;17.35; 0.73;-161; -58
 764; ;16.20;16.93; 0.73; 333; -55
 769; ;15.19;16.07; 0.87; 146; -57
 777; ;15.48;16.03; 0.54;-323; -61
 772; ;15.45;15.97; 0.53; 105; -58
 771; ;17.79;18.51; 0.72; 140; -58
 773; ;17.93;18.56; 0.62; 187; -58
 776; ;15.43;15.97; 0.54;-111; -62
 775; ;13.83;14.99; 1.15;  93; -62
 778;a;17.13;17.80; 0.67; 122; -62
 787; ;17.46;18.11; 0.65;-114; -64
 786; ;13.11;14.43; 1.32;-144; -65
 789; ;14.29;15.31; 1.02;-107; -64
 778; ;14.75;15.55; 0.79; 120; -63
 775;b;17.87;18.53; 0.66;  94; -64
 799; ;16.75;17.48; 0.73;-157; -67
 800; ;17.08;17.77; 0.68;-138; -67
 779; ;17.73;17.80; 0.06; 252; -63
 781;a;15.51;16.04; 0.54; 113; -65
 802; ;17.05;17.72; 0.67;-102; -68
 795; ;15.56;15.66; 0.10; 105; -66
 783; ;16.71;17.49; 0.78; 311; -65
 797; ;16.26;16.95; 0.69; 152; -67
 805; ;17.45;18.13; 0.68;-110; -69
 806; ;14.48;15.44; 0.96;-127; -70
 803; ;14.76;15.70; 0.94; 114; -69
 798; ;15.82;15.85; 0.02; 279; -67
 804; ;18.04;18.71; 0.67; 202; -69
 807; ;15.45;16.27; 0.82; 117; -71
 811; ;17.18;17.76; 0.58;-168; -74
 814; ;14.77;15.53; 0.77;-291; -77
 809; ;14.71;15.53; 0.82; 105; -74
 812; ;16.75;17.49; 0.73;-153; -77
 810; ;16.31;16.26;-0.05; 126; -75
 813; ;16.86;17.61; 0.75;-104; -77
 815; ;16.91;17.60; 0.69;-116; -77
 816; ;17.60;18.27; 0.67;-202; -78
 826; ;17.53;18.21; 0.68;-167; -82
 827; ;16.03;16.77; 0.74;-144; -82
 817; ;15.52;15.96; 0.44;  80; -80
 822; ;14.16;15.21; 1.05;-118; -82
 831; ;15.88;15.87; 0.00;-161; -83
 819; ;14.74;15.66; 0.92; 153; -81
 818; ;17.95;18.63; 0.68; 211; -81
 820; ;14.77;15.53; 0.76; 180; -81
 833; ;17.71;18.37; 0.66;-103; -85
 834; ;17.80;18.27; 0.47; -95; -85
 825; ;17.63;18.26; 0.63; 145; -83
 839; ;17.08;17.73; 0.65;-186; -86
 837; ;15.55;16.35; 0.80;-114; -86
 823; ;17.74;18.40; 0.65; 274; -83
 840; ;16.79;17.46; 0.67; -78; -87
 835; ;17.85;18.53; 0.68; 102; -86
 844; ;17.71;18.34; 0.63;-102; -89
 838; ;17.44;18.13; 0.69;  89; -87
 832; ;17.77;18.40; 0.63; 247; -86
 845; ;15.37;16.17; 0.80; -97; -89
 848; ;16.71;17.45; 0.74;-144; -90
 830; ;17.70;18.39; 0.68; 332; -85
 836; ;18.09;18.76; 0.67; 223; -87
 842; ;17.51;18.12; 0.61;  86; -88
 841; ;16.93;17.61; 0.68; 164; -88
 842;a;17.57;18.25; 0.68;  85; -90
 848;a;15.99;16.71; 0.72;-141; -92
 843; ;17.42;17.17;-0.24; 209; -89
 851; ;16.69;17.40; 0.70;  90; -91
 842;b;16.18;16.92; 0.75;  87; -91
 859; ;17.33;18.03; 0.70;-243; -94
 858; ;16.04;16.00;-0.04;-156; -94
 852; ;17.76;18.40; 0.64; 106; -92
 860;c;17.88;18.56; 0.68; -87; -94
 849; ;18.09;18.75; 0.65; 224; -91
 853;a;17.79;18.41; 0.63; 158; -92
 860;a;17.06;17.77; 0.71; -88; -95
 853; ;17.58;18.22; 0.64; 159; -93
 860; ;17.45;18.09; 0.65; -89; -96
 855; ;17.52;18.19; 0.67; 139; -94
 860;b;18.02;18.72; 0.70; -90; -97
 869; ;15.44;16.27; 0.83;-212; -98
 865; ;15.91;16.59; 0.68;-108; -97
 857; ;16.93;17.65; 0.72; 176; -95
 870; ;17.10;17.77; 0.68;-147; -98
 861; ;14.59;15.53; 0.94;  83; -96
 862;a;17.43;18.02; 0.60; 101; -96
 862; ;17.27;17.45; 0.18;  99; -96
 871; ;15.67;15.74; 0.07; -88; -99
 866; ;15.77;16.54; 0.78;  61; -98
 867; ;17.40;18.10; 0.70;  66; -98
 880; ;14.94;15.86; 0.92;-242;-100
 864; ;17.91;18.59; 0.68; 151; -97
 874;a;15.40;15.78; 0.39; -68; -99
 885; ;15.82;15.84; 0.03;-256;-101
 879; ;15.94;16.65; 0.70; -81;-101
 886; ;13.38;14.63; 1.25;-224;-102
 861;a;15.22;16.04; 0.83;  82; -99
 893; ;14.66;15.51; 0.84;-262;-102
 882; ;17.73;18.38; 0.65; -77;-102
 875; ;17.79;18.45; 0.66; 123;-100
 878; ;17.74;18.40; 0.66;  78;-100
 876; ;16.65;17.38; 0.73; 108;-100
 873; ;17.52;18.22; 0.70; 162;-100
 890; ;14.08;15.11; 1.03;-143;-103
 895; ;16.67;17.37; 0.70;-153;-103
 896; ;15.93;15.93; 0.00; -61;-104
 898; ;17.55;18.10; 0.55; -79;-104
 892; ;17.57;18.17; 0.59;  63;-104
 903; ;17.11;17.81; 0.70;-105;-106
 896;a;12.66;14.20; 1.54; -63;-105
 897; ;16.02;16.75; 0.73; 109;-105
 898;a;16.26;17.02; 0.76; -77;-107
 884; ;17.52;18.20; 0.68; 244;-103
 909; ;17.17;17.82; 0.66; -54;-107
 905; ;16.27;17.03; 0.76;  54;-106
 913; ;16.51;17.24; 0.73;-239;-109
 881; ;16.45;17.13; 0.69; 372;-103
 912; ;17.72;18.37; 0.65;-128;-108
 889; ;17.71;18.41; 0.70; 304;-104
 910; ;15.39;16.18; 0.79;  89;-108
 911; ;17.48;18.17; 0.69;  43;-108
 921; ;14.95;15.81; 0.86;-292;-112
 917; ;15.42;16.26; 0.84;-133;-112
 918; ;17.45;18.12; 0.67; -79;-112
 916; ;15.17;16.03; 0.86; -42;-111
 914; ;16.80;17.53; 0.73; 114;-110
 924; ;16.89;17.54; 0.65; -99;-114
 920; ;15.59;16.06; 0.47;  41;-113
 923; ;17.97;18.64; 0.67; -63;-114
 920;a;16.35;17.06; 0.71;  42;-113
 931; ;15.60;16.04; 0.44;-169;-116
 932; ;15.84;15.85; 0.01;-180;-116
 922; ;15.74;16.51; 0.77;  58;-114
 925; ;15.68;15.74; 0.06; -33;-115
 919; ;15.61;16.07; 0.45; 181;-113
 924;a;18.12;18.79; 0.66;-101;-116
 931;a;15.54;16.05; 0.50;-167;-117
 928; ;15.87;16.64; 0.77; -22;-116
 926; ;15.80;15.86; 0.05;   9;-116
 927; ;16.38;17.18; 0.79;  14;-116
 929; ;17.04;17.75; 0.71;  41;-116
 928;a;16.52;17.21; 0.69; -20;-117
 938; ;15.98;16.72; 0.73; -62;-118
 939; ;15.76;16.55; 0.79; -54;-119
 940; ;17.67;18.41; 0.75; -34;-119
 937; ;16.20;16.17;-0.04;  69;-118
 934; ;17.80;18.50; 0.70; 110;-118
 930; ;17.19;17.86; 0.67; 166;-117
 945; ;16.72;17.43; 0.71; -82;-120
 930;a;17.70;18.36; 0.66; 163;-118
 941; ;16.86;17.45; 0.59;  75;-119
 947; ;15.47;16.28; 0.81; -39;-121
 953; ;15.64;15.81; 0.17; -86;-121
 947;a;17.37;18.07; 0.70; -37;-121
 942; ;13.36;14.54; 1.18;  15;-120
 952; ;15.65;16.07; 0.42; -65;-121
 954; ;17.65;18.10; 0.45;  -6;-122
 965; ;16.72;17.43; 0.71;-147;-123
 941;a;17.65;18.27; 0.62;  74;-121
 956; ;16.00;16.74; 0.74;  50;-122
 958; ;16.57;17.30; 0.73;  37;-122
 963; ;16.52;17.27; 0.74;   6;-123
 957; ;14.83;15.61; 0.78;  85;-123
 966; ;16.03;15.97;-0.06; -23;-124
 958;a;17.70;18.32; 0.62;  38;-123
 964; ;17.06;16.89;-0.17;  42;-123
 962; ;17.71;18.39; 0.68;  67;-123
 974; ;14.82;15.71; 0.90;-158;-126
 961; ;16.16;16.10;-0.06; 173;-123
 957;a;17.32;18.06; 0.74;  86;-124
 975; ;17.00;17.69; 0.68;  -6;-126
 970; ;15.39;16.18; 0.79;  99;-126
 950; ;15.82;15.85; 0.02; 373;-122
 973; ;14.27;15.23; 0.96;  58;-126
 971; ;17.17;17.85; 0.68; 131;-126
 955; ;18.02;18.66; 0.64; 424;-123
 982; ;15.87;16.61; 0.73; -89;-130
 989; ;17.42;18.12; 0.70;-325;-131
 978; ;17.00;17.71; 0.70; 180;-128
 984; ;16.03;16.78; 0.75; -12;-130
 986; ;16.97;17.66; 0.68; -23;-131
 981; ;16.33;17.07; 0.74; 145;-130
 980; ;17.86;18.48; 0.63; 171;-129
 985; ;17.63;18.30; 0.67;  73;-131
 972; ;16.55;17.10; 0.55; 378;-127
 988; ;15.41;16.21; 0.80;  17;-132
 983; ;17.19;17.92; 0.74; 137;-131
 991; ;15.89;16.64; 0.74; -94;-133
 991;a;18.08;18.75; 0.67; -95;-134
 998; ;17.07;17.74; 0.66;-248;-135
 993; ;15.73;16.48; 0.76; -59;-134
 994; ;17.18;17.88; 0.70; -11;-134
 997; ;15.56;15.63; 0.07; -79;-135
 999; ;17.70;18.37; 0.67;-100;-137
1000; ;17.57;18.28; 0.71;  26;-137
1001; ;17.68;18.34; 0.67;   2;-137
 995; ;16.56;17.26; 0.69; 248;-135
 996; ;17.55;18.27; 0.71; 222;-135
1004; ;17.47;18.17; 0.70; -38;-138
1002; ;17.78;18.40; 0.62; 112;-138
1001;a;16.31;16.22;-0.09;   3;-139
 992; ;16.96;17.63; 0.67; 368;-135
1007; ;17.91;18.58; 0.67; -13;-140
1012; ;17.85;18.50; 0.65; -97;-140
1013; ;17.53;18.28; 0.75;-161;-141
1010; ;15.52;16.00; 0.48; -34;-141
1008; ;17.45;18.14; 0.69;  58;-140
1011; ;17.25;18.97; 1.72;  41;-141
1008;a;17.47;18.10; 0.63;  56;-140
1022; ;16.65;17.33; 0.68;-379;-144
1016; ;15.36;16.18; 0.83; -56;-143
1025; ;15.82;16.59; 0.77;-356;-145
1014; ;15.67;15.80; 0.13;  70;-142
1020; ;16.39;17.10; 0.71; -31;-144
1017; ;14.57;15.52; 0.94;  85;-143
1021; ;17.58;18.25; 0.67;  14;-144
1024; ;17.68;18.39; 0.71;-156;-146
1019; ;16.20;16.91; 0.71;  81;-144
1018; ;17.79;18.45; 0.65; 101;-144
1015; ;15.94;15.95; 0.00; 273;-143
1029; ;16.52;17.25; 0.73;-143;-148
1028; ;17.71;18.15; 0.44; -33;-147
1030;a;17.99;18.80; 0.81;  22;-147
1027; ;16.72;17.46; 0.74;  51;-147
1034; ;15.13;15.95; 0.82;-198;-149
1036; ;17.20;17.87; 0.67;-212;-150
1030; ;16.59;17.31; 0.72;  22;-148
1038; ;15.65;15.76; 0.11;-160;-151
1028;a;17.77;18.42; 0.65; -32;-150
1035; ;16.67;17.38; 0.71; -51;-150
1037; ;15.83;16.61; 0.78; -21;-151
1031; ;14.75;15.49; 0.74; 133;-150
1032; ;15.58;16.07; 0.49; 143;-150
1040; ;16.18;16.91; 0.73;-147;-154
1043; ;17.53;18.24; 0.71;-202;-155
1042; ;18.08;18.79; 0.71;-123;-155
1039; ;17.54;18.22; 0.68; 183;-152
1041; ;17.51;18.16; 0.65; -11;-155
1050; ;17.46;18.14; 0.68;-334;-158
1045; ;16.97;17.64; 0.67;-148;-158
1051; ;14.51;15.39; 0.88;-301;-158
1046; ;17.60;18.30; 0.71;-118;-158
1047; ;15.85;16.58; 0.73;-154;-159
1052; ;15.52;16.02; 0.50;-224;-159
1049; ;17.24;17.95; 0.71;-140;-159
1057; ;17.77;18.40; 0.63;-206;-160
1044; ;17.48;18.15; 0.67; 203;-158
1054; ;17.70;18.30; 0.59; -22;-160
1059; ;17.31;18.02; 0.71;-146;-162
1055; ;17.24;17.98; 0.74;  19;-161
1058; ;17.19;17.87; 0.67; -58;-162
1048; ;15.68;16.47; 0.79; 175;-160
1067; ;15.32;16.11; 0.79;-163;-164
1060; ;15.73;15.79; 0.06;  77;-163
1075; ;17.55;18.24; 0.69;-328;-168
1061; ;17.98;18.63; 0.65; 201;-164
1073; ;16.16;16.91; 0.75;-234;-168
1062; ;17.86;18.52; 0.66; 213;-164
1069; ;17.03;17.74; 0.71; -38;-169
1070; ;13.20;14.53; 1.32; -26;-169
1063; ;13.63;14.79; 1.16; 316;-165
1068; ;15.43;16.23; 0.80;  76;-168
1080; ;15.61;16.41; 0.79; -68;-171
1072; ;17.02;17.65; 0.63; 167;-170
1078;a;13.00;14.29; 1.29;  23;-172
1092; ;15.51;16.07; 0.56;-266;-174
1091; ;15.54;16.15; 0.61;-150;-174
1090; ;17.78;18.52; 0.74; -71;-174
1085; ;14.73;15.45; 0.72; -55;-174
1078; ;16.29;17.00; 0.70;  27;-173
1087; ;15.59;16.39; 0.80;  16;-174
1083; ;15.55;16.35; 0.81; 155;-172
1087;a;17.74;18.38; 0.64;  19;-174
1094; ;16.14;16.87; 0.73;-164;-176
1096; ;15.17;16.01; 0.84;-132;-177
1093; ;17.53;18.22; 0.69;  74;-176
1095; ;17.65;18.35; 0.70;  19;-177
1099; ;16.51;17.30; 0.80;-171;-179
1097; ;17.15;17.81; 0.66;  51;-178
1102; ;15.15;15.82; 0.67;-279;-181
1100; ;15.90;16.61; 0.71; -99;-180
1098; ;17.87;18.52; 0.65; -10;-179
1084; ;16.66;17.35; 0.69; 393;-174
1103; ;15.61;16.02; 0.41;-107;-181
1101; ;17.13;17.80; 0.67;  18;-181
1107; ;17.03;17.70; 0.67;-112;-184
1106; ;16.75;17.45; 0.71; -32;-184
1105; ;17.50;18.16; 0.66;  49;-183
1108; ;17.27;17.97; 0.70;  24;-185
1111; ;17.19;17.87; 0.68; -25;-187
1110; ;17.40;18.07; 0.68;  11;-187
1104; ;15.78;16.57; 0.79; 332;-184
1108;a;16.95;17.64; 0.69;  22;-188
1114; ;17.89;18.56; 0.67;  49;-192
1116; ;17.04;18.40; 1.36;  67;-193
1118; ;16.43;17.16; 0.73; -41;-194
1121; ;13.97;15.08; 1.12;-243;-196
1119; ;15.84;16.61; 0.76; -69;-195
1125; ;17.88;18.52; 0.64;-177;-197
1125;a;17.65;18.26; 0.62;-178;-198
1124; ;16.97;17.67; 0.70; -18;-198
1120; ;16.93;17.57; 0.64;  73;-197
1122; ;17.18;17.85; 0.67;  68;-198
1126; ;17.09;17.77; 0.68;   1;-200
1127; ;17.36;17.55; 0.19;   8;-201
1129; ;17.73;18.42; 0.69; -64;-205
1131; ;13.18;14.53; 1.35;-218;-207
1130; ;16.00;16.77; 0.77; -74;-206
1133; ;16.77;17.52; 0.75; -14;-207
1137; ;16.25;17.00; 0.75;-253;-209
1140; ;17.09;17.79; 0.70;  75;-213
1139; ;17.58;18.24; 0.66; 207;-212
1148; ;17.06;17.78; 0.72;-100;-216
1141; ;15.59;16.38; 0.79; 170;-214
1153; ;17.55;18.21; 0.66;-142;-217
1156; ;17.54;18.23; 0.70;-380;-218
7561; ;18.06;17.62;-0.45; -77;-218
1157; ;16.65;17.17; 0.52;-368;-219
1151; ;17.66;18.27; 0.61; 131;-218
1160; ;15.68;16.43; 0.76;-216;-221
1158; ;17.39;18.08; 0.69;  34;-220
1155; ;16.63;17.35; 0.72; 152;-219
1142; ;12.88;14.32; 1.43; 395;-216
1159; ;15.67;16.46; 0.79; 113;-221
1165; ;15.67;16.09; 0.42;-240;-225
1164; ;15.31;16.09; 0.77;-147;-225
1161; ;16.73;17.43; 0.70; 122;-223
1168; ;15.99;16.73; 0.74;-206;-226
1162; ;16.31;17.03; 0.72; 113;-224
1163; ;15.60;16.04; 0.43; 151;-225
1166; ;17.08;17.79; 0.71;  -5;-227
1169; ;17.24;17.93; 0.69; -58;-228
1174; ;17.31;17.99; 0.67;-165;-230
1170; ;16.91;17.64; 0.72;  85;-229
1173; ;16.63;17.33; 0.70; -24;-231
1175; ;16.60;17.34; 0.74;-158;-233
1172; ;14.21;15.18; 0.97; 219;-231
1176; ;15.16;15.99; 0.83; 164;-235
1182; ;15.45;16.24; 0.79; -41;-238
1184; ;17.13;17.81; 0.68;-232;-239
1178; ;14.61;15.40; 0.79; 194;-235
1185; ;17.77;17.85; 0.08;-285;-240
1177; ;15.72;16.46; 0.74; 285;-235
1187; ;17.49;18.17; 0.68;-101;-243
1188; ;14.64;15.56; 0.92;-158;-244
1183; ;16.42;17.21; 0.78; 334;-240
1192; ;13.70;14.63; 0.93;  11;-245
1190; ;16.94;17.65; 0.72;  51;-245
1186; ;17.74;18.40; 0.66; 213;-243
1195; ;15.83;15.87; 0.04;  39;-247
1196; ;17.66;18.31; 0.65;-144;-250
1198; ;17.66;18.31; 0.66;-131;-252
1197; ;15.52;16.02; 0.51; -25;-251
1200; ;17.38;18.04; 0.66;-106;-256
1201; ;15.45;15.95; 0.50;-230;-258
1202; ;17.70;18.36; 0.66;-158;-259
1203; ;17.49;18.19; 0.70;-129;-260
1199; ;17.70;18.35; 0.65; 219;-256
1204; ;15.04;15.93; 0.89;  63;-261
1206; ;16.60;17.36; 0.76; -32;-264
1205; ;16.63;17.39; 0.76; 128;-263
1206;a;16.48;17.24; 0.75; -30;-267
1207; ;17.70;18.35; 0.65; 150;-265
1211; ;17.56;18.26; 0.70;-173;-272
1213; ;16.08;16.72; 0.64;-274;-273
1210; ;17.22;17.88; 0.67; 129;-273
1215; ;15.50;16.30; 0.80; 142;-277
1214; ;17.63;18.32; 0.68; 230;-276
1218; ;16.35;17.10; 0.75; -92;-280
1217; ;16.45;17.20; 0.74;  82;-280
1221; ;16.70;17.43; 0.74;-225;-286
1220; ;17.68;18.35; 0.67;  90;-284
1222; ;17.69;17.81; 0.12;  11;-287
1223; ;15.29;16.10; 0.81; 213;-288
1224; ;18.00;18.63; 0.63; 158;-290
1225; ;16.75;17.45; 0.69; 257;-291
1228; ;15.79;15.85; 0.05; 214;-293
1230; ;16.63;17.36; 0.73;  75;-296
1236; ;15.91;16.69; 0.78;-355;-299
1226; ;16.93;17.58; 0.65; 390;-293
1237; ;15.05;15.91; 0.86; -57;-302
1239; ;17.21;17.92; 0.71; -99;-303
1238; ;17.67;18.32; 0.65;   6;-303
1232; ;15.68;16.48; 0.80; 344;-299
1241; ;15.99;15.99;-0.01;-344;-306
1242; ;17.06;17.70; 0.63; -91;-308
1244; ;15.34;16.19; 0.85;-301;-308
1243; ;17.18;17.87; 0.69;-139;-309
1240; ;16.68;17.42; 0.74; 239;-307
1247; ;16.73;17.32; 0.59;-175;-312
1245; ;15.67;16.41; 0.74;  86;-311
1248; ;16.69;17.44; 0.75; 101;-314
1249; ;17.64;18.31; 0.67; 209;-316
1251; ;17.73;18.39; 0.66;-138;-320
1252; ;17.49;18.20; 0.71; 102;-321
1254; ;17.90;18.57; 0.67;  25;-322
1256; ;16.78;17.42; 0.64;-174;-324
1255; ;17.07;17.66; 0.59;  91;-323
1257; ;17.61;18.24; 0.64; -86;-325
1253; ;17.57;18.26; 0.68; 340;-322
1258; ;17.60;18.26; 0.66;  10;-334
1261; ;16.66;17.90; 1.24;-376;-336
1259; ;14.30;14.90; 0.60; 139;-337
1263; ;17.15;17.96; 0.81;-265;-341
1268; ;15.46;16.23; 0.77; -21;-346
1270; ;17.32;18.01; 0.69;  17;-348
1271; ;17.76;18.47; 0.71; -91;-350
1272; ;16.04;16.83; 0.79;-154;-351
1273; ;17.45;18.14; 0.69;  28;-357
1275; ;16.60;17.28; 0.68; 122;-361
1280; ;15.72;15.88; 0.16;-271;-366
1276; ;15.58;16.03; 0.44; 169;-364
1281; ;17.18;17.88; 0.70;  61;-369
1284; ;15.09;15.96; 0.87;-129;-371
1278; ;18.00;18.64; 0.64; 263;-366
1285; ;16.24;17.02; 0.78;-339;-371
1282; ;17.68;18.32; 0.64;  83;-370
1277; ;14.14;15.20; 1.06; 341;-367
1286; ;16.46;17.26; 0.79;  79;-373
1283; ;15.85;15.90; 0.04; 191;-372
1288; ;17.24;17.90; 0.66;  68;-375
1289; ;15.68;16.12; 0.44; 101;-377
1287; ;17.55;18.21; 0.66; 230;-375
1291; ;17.51;18.44; 0.93; -61;-383
1290; ;17.96;18.59; 0.63; 285;-378
1292; ;15.84;16.54; 0.70;-358;-396
1295; ;15.81;16.54; 0.73;-301;-397
1293; ;15.99;16.75; 0.76;  40;-398
1299; ;12.80;14.25; 1.45;-178;-410
1301; ;15.79;16.59; 0.81; 126;-411
1307; ;16.24;17.40; 1.15; 269;-417
1308; ;17.64;18.30; 0.66; 218;-421
1310; ;16.18;16.88; 0.70;  -3;-433
1309; ;15.68;16.12; 0.44; 127;-431
1311; ;17.53;18.21; 0.68; 163;-436
1313; ;16.87;17.58; 0.71; -87;-460
 1; ;20.18;20.66; 0.48; -12; 353
   2; ;20.88;21.37; 0.49;  15; 353
   4; ;19.96;20.41; 0.45;  -5; 352
   5; ;21.13;21.79; 0.66;  32; 352
   6; ;20.99;21.70; 0.70;  22; 351
   9; ;21.02;21.63; 0.61; -54; 349
  11;b;20.30;20.80; 0.50; -69; 348
  10; ;21.03;21.79; 0.76; -38; 346
  11; ;21.20;21.99; 0.79; -69; 346
  12; ;18.60;19.06; 0.45; -61; 346
  13; ;18.54;19.00; 0.47; -23; 346
  11;a;19.78;20.30; 0.52; -68; 345
  15; ;19.85;20.27; 0.41; -44; 345
  16; ;19.96;20.44; 0.48;  12; 345
  17; ;20.71;21.30; 0.58;  73; 345
  18; ;18.77;19.22; 0.45;  79; 345
  19; ;19.84;20.23; 0.39;  70; 344
  21; ;20.16;20.72; 0.56;  -4; 343
  22; ;19.71;20.27; 0.57; -10; 343
  23; ;21.16;21.72; 0.55;  -1; 343
  24; ;19.65;20.09; 0.44;  30; 343
  20; ;20.64;21.26; 0.63; -84; 343
  26; ;20.35;20.89; 0.54; -24; 342
  27; ;21.01;21.57; 0.56;  66; 342
  28; ;20.33;20.91; 0.57;  18; 342
  29; ;19.34;19.80; 0.46; -36; 341
  32; ;21.21;21.86; 0.65;  14; 341
  33; ;20.70;21.35; 0.65;  24; 341
  30; ;20.31;21.31; 1.00; -70; 340
  31; ;19.59;20.02; 0.44; -58; 340
  36; ;20.41;20.97; 0.57; -13; 340
  37; ;20.64;21.31; 0.67;  -7; 340
  43;a;19.04;19.43; 0.39;  35; 340
  33;a;21.04;21.75; 0.71;  25; 340
  35; ;20.42;20.97; 0.56;  88; 340
  32;a;20.29;20.77; 0.48;  15; 338
  46; ;20.83;21.39; 0.56;  -9; 337
  47; ;20.16;20.65; 0.49;  63; 337
  51; ;19.86;20.30; 0.44;  32; 337
  40; ;20.58;21.08; 0.50; -77; 337
  40;b;20.69;21.27; 0.58; -75; 337
  45; ;20.70;21.21; 0.51; -63; 337
  53; ;21.35;22.07; 0.71;  97; 337
  45;a;19.81;20.23; 0.42; -65; 336
  50; ;19.01;19.45; 0.44; -17; 336
  52; ;20.74;21.30; 0.56; -43; 336
  56; ;19.54;19.95; 0.41;  12; 336
  57; ;20.03;20.52; 0.49;  18; 336
  58; ;21.03;21.61; 0.58;  75; 336
  40;a;20.22;20.73; 0.51; -76; 336
  59; ;20.69;21.22; 0.53; -25; 335
  60; ;19.90;20.38; 0.48;   1; 335
  62; ;21.20;21.81; 0.61;  -7; 335
  63; ;18.86;19.25; 0.39;  64; 335
  64; ;20.94;21.79; 0.85;  88; 335
  65; ;18.82;19.23; 0.40; 101; 335
  61; ;20.35;20.96; 0.60; 114; 335
  58;a;19.07;19.48; 0.40;  77; 334
  66; ;19.86;20.33; 0.47; -52; 334
  68; ;21.13;21.75; 0.62; -22; 334
  69; ;20.43;20.98; 0.55; -39; 333
  70; ;20.72;21.34; 0.62;  79; 333
  71; ;20.47;21.01; 0.55;  49; 332
  79;a;21.11;21.64; 0.52; 107; 332
  75; ;21.60;22.36; 0.76; 103; 332
  77; ;20.86;21.49; 0.63; 120; 332
  79; ;21.44;22.14; 0.70; 105; 332
  74; ;20.43;20.99; 0.55;-109; 331
  80; ;19.56;20.01; 0.45; -59; 331
  81; ;18.42;18.97; 0.55;  72; 331
  82; ;20.81;21.41; 0.60;  56; 331
  83; ;19.62;20.04; 0.42; -80; 330
  89; ;19.81;20.23; 0.43;  21; 330
  73;a;20.77;21.38; 0.61; -70; 330
  78; ;21.15;21.81; 0.66;-115; 330
  78;a;20.33;20.88; 0.55;-116; 329
  80;a;19.00;19.35; 0.36; -59; 329
  82;a;19.06;19.45; 0.39;  57; 329
  90; ;20.63;21.13; 0.50; -65; 329
  95; ;19.64;20.12; 0.47;  60; 329
  98; ;20.42;20.94; 0.52; -43; 328
  96; ;20.96;21.62; 0.66;   3; 328
  94; ;20.95;21.49; 0.54;-127; 327
  96;a;20.65;21.20; 0.55;   3; 327
 102; ;19.90;20.64; 0.74; -14; 327
 105; ;20.55;21.06; 0.52;  69; 327
 105;a;19.10;19.52; 0.42;  66; 326
 106; ;20.79;21.44; 0.65;-102; 326
 110; ;18.24;19.11; 0.87;  49; 326
 112; ;20.85;21.40; 0.55;  10; 326
 108; ;20.70;21.34; 0.64;-116; 325
 113;a;20.19;20.71; 0.52; -36; 325
 115; ;20.10;20.62; 0.52;  23; 325
 117; ;19.94;20.36; 0.43; -60; 325
 123; ;20.96;21.64; 0.68; 136; 325
 123;a;18.90;19.31; 0.41; 139; 325
 111; ;21.08;21.71; 0.63;-119; 325
 113; ;21.35;21.96; 0.62; -35; 325
 116; ;20.30;20.78; 0.49;-139; 324
 119; ;19.60;20.02; 0.42; -79; 324
 120; ;21.44;22.02; 0.58; -70; 324
 122; ;19.77;20.20; 0.43; -50; 324
 128; ;19.30;19.68; 0.38; -23; 324
 127; ;20.84;21.31; 0.47; -42; 324
 127;a;21.59;22.25; 0.66; -40; 324
 111;a;19.79;20.34; 0.55;-120; 323
 111;b;18.94;19.35; 0.41;-119; 323
 125; ;20.85;21.55; 0.70;-134; 323
 126; ;21.01;21.55; 0.54;-130; 323
 133; ;18.96;19.40; 0.44; -15; 323
